,Agent,Home Type,Year Built,Address,Bedrooms,Bathrooms,Square Feet,Price,Sold Date,Sold Price
535,,single_family,1983.0,7075 SW 160th Ave,3.0,2.0,7841.0,544000.0,2022-02-22,525000.0
536,,single_family,1957.0,18235 SW Blanton St,3.0,2.0,8276.0,495000.0,2021-10-19,498000.0
537,,condos,2022.0,16 SW Buckhorn Dr Unit 2,3.0,2.0,,486990.0,,
538,,townhomes,2002.0,17387 SW Novato Ln,3.0,3.0,3049.0,400000.0,2020-05-26,325000.0
539,,single_family,1979.0,9690 SW Hialeah Dr,3.0,2.0,8712.0,594000.0,2022-02-18,619000.0
540,,single_family,1950.0,3275 SW 170th Ave,3.0,2.0,10019.0,404000.0,2022-02-14,392600.0
541,,mobile,2005.0,17620 SW Bunker Oak Rd,4.0,2.0,,180000.0,,
542,,single_family,2022.0,2728 SW 178th Ave,4.0,4.0,,675300.0,,
543,,single_family,1974.0,18600 SW Castle Dr,3.0,2.0,8712.0,534000.0,2017-10-13,335000.0
544,,single_family,2022.0,8240 SE Blanton St,3.0,3.0,,579950.0,,
545,,single_family,2016.0,17674 SW Aidan Ct,3.0,3.0,2614.0,550000.0,2016-06-29,329900.0
546,,land,,3011 SW 170th Ave,,0.0,142006.0,3780000.0,,
547,,condos,2022.0,16 SW Buckhorn Dr Unit 1,4.0,3.0,,562990.0,,
548,,single_family,2022.0,8222 SE Blanton,3.0,3.0,,576990.0,,
549,,single_family,1963.0,7985 SW West Slope Dr,4.0,3.0,13504.0,808000.0,2021-09-29,731900.0
550,,single_family,2022.0,8194 SE Blanton St,3.0,3.0,,554950.0,,
551,,single_family,2022.0,8204 SE Blanton St,3.0,3.0,,552950.0,,
552,,condos,2022.0,15 SW Buckhorn Dr Unit 1,4.0,3.0,,549990.0,,
553,,single_family,1998.0,19093 SW Christopher Dr,3.0,3.0,5227.0,468000.0,2021-10-20,432500.0
554,,single_family,1982.0,15119 SW Barcelona Way,3.0,2.0,4792.0,515000.0,1998-10-09,145000.0
555,,condos,2022.0,10 SW Buckhorn Dr Unit 2,3.0,3.0,,470990.0,,
556,,townhomes,2022.0,10 SW Buckhorn Dr Unit 1,5.0,3.0,,600990.0,,
557,,condos,2022.0,10 SW Buckhorn Dr Unit 3,3.0,3.0,,516990.0,,
558,,land,,SW 175th Ave,,0.0,435600.0,4000000.0,,
559,,condos,2022.0,19 SW Sugarloaf Ln Unit 2,3.0,2.0,,464990.0,,
560,,single_family,1955.0,10720 SW Walker Rd,3.0,2.0,16117.0,435000.0,,
561,,condos,2022.0,20 SW Sugarloaf Ln Unit 2,3.0,2.0,,441990.0,,
562,,condos,2022.0,22 SW Sugarloaf Ln Unit 1,4.0,3.0,,535990.0,,
563,,condos,2022.0,22 SW Sugarloaf Ln Unit 2,3.0,2.0,,434990.0,,
564,,single_family,1980.0,11639 SW Champlin Ln,3.0,2.0,89734.0,,2005-01-13,395000.0
565,,land,,SW Emerald Vw,,0.0,5227.0,260000.0,,
566,,farm,,7385 SW 189th Ave,,0.0,229126.0,1750000.0,1990-09-19,135000.0
567,,single_family,1955.0,15095 SW Weir Rd,6.0,3.0,56192.0,1095000.0,1997-04-02,340000.0
568,,single_family,1953.0,6365 SW 185th Ave,3.0,1.0,20909.0,549900.0,1996-08-28,121500.0
569,,condos,2006.0,10866 NE Red Wing Way Unit 102,1.0,1.0,,225000.0,2007-02-12,138714.0
570,,single_family,2021.0,7985 SE Roaring Ln,3.0,3.0,,518950.0,,
571,,single_family,1929.0,2330 SW 170th Ave,3.0,1.0,11761.0,525000.0,2003-10-10,191000.0
572,,land,,3140 SW 209th Ave,,0.0,131116.0,4000000.0,,
573,,single_family,1985.0,6060 SW 190th Ave,3.0,2.0,75359.0,650000.0,1998-03-20,245000.0
574,,single_family,1935.0,7400 SW Hall Blvd,2.0,1.0,42253.0,725000.0,2007-02-05,385000.0
575,,land,,4622 SW 229th Ave,,0.0,528818.0,1100000.0,,
